epoch,Response_Classification_acc,Response_Classification_loss,Survival_Rate_loss,Survival_Rate_mean_absolute_error,Treatment_Regress_loss,Treatment_Regress_mean_absolute_error,loss,val_Response_Classification_acc,val_Response_Classification_loss,val_Survival_Rate_loss,val_Survival_Rate_mean_absolute_error,val_Treatment_Regress_loss,val_Treatment_Regress_mean_absolute_error,val_loss
24,0.6184895833333334,6.126865963141124,215376.37565104166,377.26499938964844,224488.27018229166,419.1504020690918,439870.7734375,0.8333333333333334,2.686349332332623,225934.13802083334,393.29830169677734,372558.2395833333,602.9832458496094,598495.0729166666
25,0.619140625,6.132794002691905,212548.974609375,368.8680305480957,226770.91796875,422.90107854207355,439326.0234375,0.8333333333333334,2.686349332332623,225858.76692708334,398.83216349283856,353144.78125,587.4997253417969,579006.2291666666
26,0.6197916666666666,6.114017943541209,207709.16015625,368.324036916097,228547.69856770834,425.34364318847656,436262.9700520833,0.8333333333333334,2.686349332332623,227703.59114583334,396.7635854085286,363514.5520833333,593.0817362467448,591220.8177083334
27,0.6197916666666666,6.121683160463969,209366.93294270834,370.76605860392254,224393.70052083334,421.57083892822266,433766.75,0.8333333333333334,2.686349332332623,228610.13606770834,395.95503489176434,372977.65625,599.8526611328125,601590.4739583334
28,0.6178385416666666,6.149838904539744,210103.10416666666,367.9142595926921,223215.83072916666,420.9693768819173,433325.0807291667,0.8333333333333334,2.686349332332623,229557.265625,399.27045186360675,363970.8541666667,593.0308125813802,593530.8020833334
29,0.619140625,6.134983837604523,212141.58919270834,371.0836919148763,223052.82161458334,419.1603775024414,435200.5416666667,0.8333333333333334,2.686349332332623,224765.22916666666,393.30330657958984,372559.5520833333,603.2310078938802,597327.4635416666
30,0.619140625,6.138727754354477,214797.67317708334,376.1864535013835,218739.49544270834,415.1039352416992,433543.30859375,0.84375,2.5184727708498755,236454.85677083334,398.2345250447591,375510.8854166667,597.1607259114584,611968.265625
31,0.623046875,6.075766483942668,210507.25390625,368.911195119222,213860.11653645834,411.1204655965169,424373.4453125,0.84375,2.508290708065045,243066.44401041666,411.89906819661456,367819.5208333333,587.4703369140625,610888.46875
32,0.6197916666666666,6.128435651461284,214123.6640625,374.4795316060384,223837.560546875,417.63948186238605,437967.3502604167,0.8411458333333334,2.5607860287030655,236835.21223958334,403.46639760335285,373596.6432291667,595.6575622558594,610434.4270833334
33,0.6217447916666666,6.0967535972595215,208105.76041666666,365.84625752766925,211605.060546875,406.946969350179,419716.91796875,0.84375,2.518452425797792,238295.1484375,404.0199839274089,371296.2916666667,593.3475952148438,609593.9583333334
34,0.62109375,6.107201953728993,208332.73372395834,372.5120023091634,211592.84440104166,404.0570831298828,419931.68359375,0.8411458333333334,2.5604268113772193,232123.76302083334,398.2669677734375,374030.8854166667,599.5540262858073,606157.2135416666
35,0.6217447916666666,6.096754789352417,210952.44075520834,371.9955698649089,215791.45572916666,410.8112322489421,426749.98828125,0.8619791666666666,2.2246329983075577,257092.44921875,402.0456899007161,409049.875,602.3389180501302,666144.5520833334
36,0.6217447916666666,6.094766855239868,207635.65299479166,364.98962529500324,218048.90755208334,409.3573824564616,425690.6510416667,0.8463541666666666,2.443879385789247,234454.69791666666,384.34791056315106,394519.9322916667,609.2685902913412,628977.0729166666
37,0.6217447916666666,6.08972305059433,206650.94140625,367.73292541503906,217733.48697916666,408.3675651550293,424390.5182291667,0.8411458333333334,2.5604268113772193,233133.68294270834,393.4037602742513,384594.7942708333,605.3289794921875,617731.0364583334
38,0.6236979166666666,6.06188178062439,210533.0078125,369.2383626302083,219741.96875,414.2034060160319,430281.0364583333,0.84375,2.518452425797792,240850.50390625,406.97547149658203,359579.90625,581.7025756835938,600432.9375
39,0.6165364583333334,6.175665179888408,208177.31770833334,369.30906931559247,214696.94140625,407.98952865600586,422880.4322916667,0.8359375,2.6181930899620176,238506.43359375,410.25988006591797,371161.4557291667,592.4417673746744,609670.5208333334
40,0.619140625,6.115360657374064,205092.79361979166,370.83704376220703,207696.95572916666,403.18603515625,412795.8658854167,0.8515625,2.3757213950157285,250514.33072916666,403.24876912434894,401437.5833333333,605.1603342692057,651954.2916666666
41,0.6197916666666666,6.120658298333486,208112.939453125,367.2797037760417,209107.40950520834,403.88323465983075,417226.4700520833,0.8619791666666666,2.2246634960174654,254894.822265625,385.28722381591797,428442.71875,617.0382893880209,683339.7708333334
42,0.6165364583333334,6.1725307901700335,205198.14192708334,365.35439046223956,208679.42838541666,402.1425717671712,413883.7447916667,0.84375,2.5184600551923233,232231.11458333334,391.63415781656903,378838.75,599.787607828776,611072.3854166666
43,0.62109375,6.098903636137645,207149.16666666666,369.78689193725586,209995.22981770834,403.98168182373047,417150.4921875,0.8515625,2.36808627843858,247072.52734375,398.00811258951825,393767.9791666667,601.5937143961588,640842.890625
44,0.6217447916666666,6.0967535972595215,201466.5234375,365.10730234781903,207889.1328125,400.78002802530926,409361.75390625,0.84375,2.518452425797792,237091.875,399.0106658935547,380153.6015625,599.6936340332031,617248.0
45,0.6171875,6.164103051026662,205331.50520833334,368.3198496500651,208304.26692708334,399.3086929321289,413641.9322916667,0.8567708333333334,2.3096722761790054,247462.03125,383.7706604003906,411606.7005208333,609.2896830240885,659071.0572916666
46,0.6204427083333334,6.113131026426951,204016.56640625,362.8884963989258,216185.38541666666,408.0151545206706,420208.0598958333,0.8541666666666666,2.316905895868947,253172.51432291666,403.38709259033203,383642.203125,588.4000295003256,636817.03125
47,0.6204427083333334,6.115406592686971,203616.64713541666,364.5402475992839,205779.98307291666,398.71112060546875,409402.7421875,0.84375,2.518452425797792,245529.12044270834,406.18460845947266,366438.90625,582.7049814860026,611970.5625
48,0.6178385416666666,6.159715751806895,205278.50130208334,368.3025652567546,215991.37565104166,406.6246528625488,421276.0338541667,0.8333333333333334,2.686349332332623,234725.82421875,402.2255325317383,364712.6848958333,589.5875600179037,599441.1927083334
49,0.6223958333333334,6.086260040601094,197714.93489583334,362.1817334493001,214191.91145833334,405.6721496582031,411912.9309895833,0.8333333333333334,2.5742137630780655,245742.11979166666,400.10281626383465,388581.0989583333,598.2969258626302,634325.8020833334
